iteration,system,target_emotion,control_params,judged_V,judged_A,judged_D,judge_family,judge_confidence,distance_to_target,accepted
905,indextts2-p5a-fear,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];sent=s15;draw1;heldout",-0.152,0.396,0.024,fear,0.83,0.133,1
906,indextts2-p5a-fear,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];sent=h05;draw0;heldout",-0.073,0.332,-0.053,joy,0.4,0.229,0
907,indextts2-p5a-fear,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];sent=h05;draw1;heldout",-0.178,0.351,-0.05,fear,0.8,0.167,1
908,indextts2-p5a-fear,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];sent=h06;draw0;heldout",0.164,0.474,0.17,fear,1.0,0.417,1
909,indextts2-p5a-fear,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];sent=h06;draw1;heldout",0.056,0.28,-0.069,sadness,0.6,0.357,0
910,indextts2-p5a-fear,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];sent=s03;draw0;heldout",-0.075,0.357,0.028,fear,1.0,0.208,1
911,indextts2-p5a-fear,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];sent=s03;draw1;heldout",0.006,0.398,0.061,fear,0.83,0.253,1
912,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.0, 0.15, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0];sent=s11;draw0;g01;pdis=0.20;wavlm=anger",-0.677,0.741,0.605,anger,1.0,0.519,0
913,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.0, 0.15, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0];sent=d01;draw1;g01;pdis=0.18;wavlm=contempt",-0.3,0.714,0.581,anger,0.8,0.365,0
914,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.16, 0.056, 0.051, 0.047, 0.598, 0.034, 0.17, 0.191];sent=s11;draw0;g01;pdis=0.20;wavlm=anger",-0.524,0.67,0.503,anger,0.8,0.331,0
915,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.16, 0.056, 0.051, 0.047, 0.598, 0.034, 0.17, 0.191];sent=d01;draw1;g01;pdis=0.18;wavlm=contempt",-0.315,0.644,0.538,anger,0.6,0.304,0
916,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.022, 0.32, -0.082, -0.115, 0.485, 0.029, -0.289, -0.027];sent=s11;draw0;g01;pdis=0.24;wavlm=contempt",-0.419,0.604,0.362,anger,0.4,0.146,0
917,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.022, 0.32, -0.082, -0.115, 0.485, 0.029, -0.289, -0.027];sent=d01;draw1;g01;pdis=0.21;wavlm=contempt",-0.343,0.612,0.421,joy,0.8,0.182,0
918,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.217, 0.114, -0.109, 0.118, 0.716, 0.053, 0.077, -0.087];sent=s11;draw0;g01;pdis=0.18;wavlm=anger",-0.525,0.824,0.667,surprise,0.59,0.52,0
919,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.217, 0.114, -0.109, 0.118, 0.716, 0.053, 0.077, -0.087];sent=d01;draw1;g01;pdis=0.18;wavlm=anger",-0.625,0.873,0.81,anger,0.8,0.697,0
920,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.048, 0.158, 0.028, -0.051, 0.856, 0.023, -0.05, 0.088];sent=s11;draw0;g01;pdis=0.18;wavlm=anger",-0.605,0.776,0.636,anger,1.0,0.511,0
921,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.048, 0.158, 0.028, -0.051, 0.856, 0.023, -0.05, 0.088];sent=d01;draw1;g01;pdis=0.18;wavlm=anger",-0.581,0.81,0.742,anger,1.0,0.599,0
922,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.0, 0.18, -0.094, -0.081, 0.676, -0.286, 0.195, 0.088];sent=s11;draw0;g01;pdis=0.18;wavlm=anger",-0.599,0.804,0.665,anger,1.0,0.542,0
923,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.0, 0.18, -0.094, -0.081, 0.676, -0.286, 0.195, 0.088];sent=d01;draw1;g01;pdis=0.18;wavlm=anger",-0.528,0.77,0.657,anger,1.0,0.492,0
924,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.264, 0.31, -0.212, 0.157, 0.405, 0.094, -0.051, -0.012];sent=s11;draw0;g01;pdis=0.18;wavlm=anger",-0.614,0.806,0.649,surprise,0.79,0.538,0
925,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.264, 0.31, -0.212, 0.157, 0.405, 0.094, -0.051, -0.012];sent=d01;draw1;g01;pdis=0.18;wavlm=anger",-0.581,0.831,0.717,anger,1.0,0.586,0
926,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.053, 0.096, -0.01, 0.023, 0.781, -0.155, 0.103, -0.041];sent=s11;draw0;g01;pdis=0.19;wavlm=anger",-0.696,0.798,0.674,anger,0.8,0.599,0
927,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.053, 0.096, -0.01, 0.023, 0.781, -0.155, 0.103, -0.041];sent=d01;draw1;g01;pdis=0.18;wavlm=anger",-0.594,0.858,0.78,anger,1.0,0.654,0
928,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.17, -0.124, -0.089, -0.236, 0.57, 0.077, -0.169, 0.091];sent=s11;draw0;g02;pdis=0.22;wavlm=disgust",-0.396,0.453,0.172,surprise,0.4,0.163,1
929,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.17, -0.124, -0.089, -0.236, 0.57, 0.077, -0.169, 0.091];sent=d01;draw1;g02;pdis=0.18;wavlm=contempt",-0.306,0.462,0.208,joy,0.8,0.137,0
930,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.033, 0.134, -0.112, -0.086, 0.479, 0.071, -0.189, -0.056];sent=s11;draw0;g02;pdis=0.27;wavlm=disgust",-0.496,0.519,0.248,anger,0.6,0.172,1
931,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.033, 0.134, -0.112, -0.086, 0.479, 0.071, -0.189, -0.056];sent=d01;draw1;g02;pdis=0.20;wavlm=contempt",-0.287,0.554,0.335,joy,1.0,0.114,0
932,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.092, 0.209, -0.039, -0.092, 0.708, -0.111, 0.034, 0.066];sent=s11;draw0;g02;pdis=0.18;wavlm=anger",-0.591,0.794,0.646,anger,1.0,0.52,0
933,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.092, 0.209, -0.039, -0.092, 0.708, -0.111, 0.034, 0.066];sent=d01;draw1;g02;pdis=0.18;wavlm=anger",-0.54,0.79,0.697,anger,1.0,0.537,0
934,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.079, -0.126, -0.027, -0.222, 0.625, 0.031, -0.157, 0.126];sent=s11;draw0;g02;pdis=0.26;wavlm=disgust",-0.452,0.509,0.244,anger,0.4,0.138,1
935,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.079, -0.126, -0.027, -0.222, 0.625, 0.031, -0.157, 0.126];sent=d01;draw1;g02;pdis=0.17;wavlm=contempt",-0.264,0.474,0.249,joy,0.8,0.139,0
936,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.001, 0.222, -0.072, -0.066, 0.855, 0.178, -0.186, 0.021];sent=s11;draw0;g02;pdis=0.21;wavlm=anger",-0.711,0.717,0.585,anger,0.8,0.523,0
937,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.001, 0.222, -0.072, -0.066, 0.855, 0.178, -0.186, 0.021];sent=d01;draw1;g02;pdis=0.19;wavlm=anger",-0.376,0.681,0.53,anger,0.6,0.306,0
938,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.029, 0.196, -0.108, -0.057, 0.661, -0.032, -0.223, 0.034];sent=s11;draw0;g02;pdis=0.23;wavlm=anger",-0.52,0.633,0.416,neutral,0.6,0.255,0
939,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.029, 0.196, -0.108, -0.057, 0.661, -0.032, -0.223, 0.034];sent=d01;draw1;g02;pdis=0.20;wavlm=contempt",-0.303,0.629,0.443,anger,0.6,0.21,0
940,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.075, 0.148, -0.189, 0.106, 0.554, -0.068, -0.003, -0.051];sent=s11;draw0;g02;pdis=0.23;wavlm=anger",-0.503,0.639,0.411,anger,0.6,0.241,0
941,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.075, 0.148, -0.189, 0.106, 0.554, -0.068, -0.003, -0.051];sent=d01;draw1;g02;pdis=0.19;wavlm=anger",-0.381,0.682,0.546,anger,0.6,0.323,0
942,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.074, 0.238, 0.042, 0.17, 0.461, 0.068, 0.144, 0.051];sent=s11;draw0;g02;pdis=0.18;wavlm=anger",-0.534,0.806,0.654,surprise,0.8,0.505,0
943,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.074, 0.238, 0.042, 0.17, 0.461, 0.068, 0.144, 0.051];sent=d01;draw1;g02;pdis=0.18;wavlm=anger",-0.626,0.849,0.756,anger,1.0,0.644,0
944,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.219, -0.226, 0.184, -0.08, 0.497, -0.131, -0.229, 0.004];sent=s11;draw0;g03;pdis=0.21;wavlm=disgust",-0.431,0.414,0.119,surprise,0.4,0.232,1
945,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.219, -0.226, 0.184, -0.08, 0.497, -0.131, -0.229, 0.004];sent=d01;draw1;g03;pdis=0.14;wavlm=sadness",-0.249,0.414,0.095,joy,0.4,0.245,0
946,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.133, 0.178, -0.101, 0.039, 0.585, -0.033, -0.19, 0.047];sent=s11;draw0;g03;pdis=0.21;wavlm=anger",-0.605,0.693,0.515,anger,1.0,0.396,0
947,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.133, 0.178, -0.101, 0.039, 0.585, -0.033, -0.19, 0.047];sent=d01;draw1;g03;pdis=0.19;wavlm=contempt",-0.252,0.684,0.486,joy,0.6,0.278,0
948,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.228, -0.206, 0.037, -0.312, 0.306, 0.17, -0.141, 0.175];sent=s11;draw0;g03;pdis=0.18;wavlm=sadness",-0.386,0.392,0.102,neutral,1.0,0.246,0
949,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.228, -0.206, 0.037, -0.312, 0.306, 0.17, -0.141, 0.175];sent=d01;draw1;g03;pdis=0.14;wavlm=sadness",-0.298,0.368,0.049,neutral,0.8,0.296,0
950,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.143, -0.067, -0.205, -0.327, 0.44, 0.041, 0.046, 0.214];sent=s11;draw0;g03;pdis=0.24;wavlm=disgust",-0.419,0.482,0.196,anger,0.6,0.141,1
951,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.143, -0.067, -0.205, -0.327, 0.44, 0.041, 0.046, 0.214];sent=d01;draw1;g03;pdis=0.18;wavlm=contempt",-0.283,0.49,0.268,joy,0.6,0.119,0
952,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.083, -0.08, 0.133, -0.239, 0.596, -0.084, -0.339, 0.047];sent=s11;draw0;g03;pdis=0.26;wavlm=disgust",-0.439,0.513,0.231,neutral,0.6,0.126,1
953,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.083, -0.08, 0.133, -0.239, 0.596, -0.084, -0.339, 0.047];sent=d01;draw1;g03;pdis=0.18;wavlm=contempt",-0.269,0.501,0.274,joy,1.0,0.119,0
954,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.263, -0.231, -0.142, -0.172, 0.379, -0.062, -0.07, 0.177];sent=s11;draw0;g03;pdis=0.24;wavlm=disgust",-0.406,0.5,0.238,anger,0.6,0.112,1
955,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.263, -0.231, -0.142, -0.172, 0.379, -0.062, -0.07, 0.177];sent=d01;draw1;g03;pdis=0.16;wavlm=contempt",-0.214,0.471,0.221,joy,1.0,0.174,0
956,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.089, 0.111, -0.077, -0.29, 0.691, -0.107, 0.063, 0.171];sent=s11;draw0;g03;pdis=0.20;wavlm=anger",-0.558,0.691,0.535,anger,1.0,0.38,0
957,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.089, 0.111, -0.077, -0.29, 0.691, -0.107, 0.063, 0.171];sent=d01;draw1;g03;pdis=0.17;wavlm=contempt",-0.215,0.698,0.554,anger,0.6,0.355,0
958,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.123, -0.486, 0.046, 0.004, 0.562, 0.001, -0.005, 0.373];sent=s11;draw0;g03;pdis=0.20;wavlm=sadness",-0.472,0.376,0.063,fear,0.4,0.307,0
959,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.123, -0.486, 0.046, 0.004, 0.562, 0.001, -0.005, 0.373];sent=d01;draw1;g03;pdis=0.12;wavlm=sadness",-0.244,0.352,0.067,anger,0.4,0.31,0
960,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.083, -0.061, -0.081, -0.373, 0.346, -0.044, -0.25, 0.345];sent=s11;draw0;g04;pdis=0.23;wavlm=disgust",-0.417,0.455,0.151,neutral,0.6,0.18,1
961,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.083, -0.061, -0.081, -0.373, 0.346, -0.044, -0.25, 0.345];sent=d01;draw1;g04;pdis=0.15;wavlm=sadness",-0.319,0.393,0.081,neutral,0.6,0.254,0
962,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.243, 0.135, -0.141, -0.2, 0.414, -0.179, -0.155, 0.133];sent=s11;draw0;g04;pdis=0.23;wavlm=anger",-0.408,0.632,0.388,surprise,0.4,0.169,0
963,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.243, 0.135, -0.141, -0.2, 0.414, -0.179, -0.155, 0.133];sent=d01;draw1;g04;pdis=0.20;wavlm=contempt",-0.373,0.641,0.453,anger,0.6,0.222,0
964,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.107, -0.186, -0.127, -0.274, 0.436, -0.001, -0.178, 0.236];sent=s11;draw0;g04;pdis=0.21;wavlm=disgust",-0.412,0.438,0.117,neutral,0.4,0.208,1
965,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.107, -0.186, -0.127, -0.274, 0.436, -0.001, -0.178, 0.236];sent=d01;draw1;g04;pdis=0.17;wavlm=sadness",-0.293,0.439,0.173,joy,1.0,0.171,0
966,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.229, 0.042, 0.143, 0.039, 0.336, 0.034, -0.357, 0.42];sent=s11;draw0;g04;pdis=0.21;wavlm=disgust",-0.452,0.408,0.108,neutral,0.6,0.251,1
967,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.229, 0.042, 0.143, 0.039, 0.336, 0.034, -0.357, 0.42];sent=d01;draw1;g04;pdis=0.14;wavlm=sadness",-0.351,0.338,0.038,joy,0.4,0.323,0
968,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.099, -0.129, -0.094, -0.245, 0.464, -0.104, 0.038, 0.36];sent=s11;draw0;g04;pdis=0.24;wavlm=disgust",-0.454,0.474,0.204,neutral,0.8,0.166,1
969,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.099, -0.129, -0.094, -0.245, 0.464, -0.104, 0.038, 0.36];sent=d01;draw1;g04;pdis=0.18;wavlm=contempt",-0.305,0.475,0.261,joy,0.8,0.122,0
970,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.059, -0.015, -0.034, -0.005, 0.299, -0.077, -0.1, -0.027];sent=s11;draw0;g04;pdis=0.25;wavlm=disgust",-0.462,0.467,0.173,anger,0.6,0.186,1
971,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.059, -0.015, -0.034, -0.005, 0.299, -0.077, -0.1, -0.027];sent=d01;draw1;g04;pdis=0.20;wavlm=contempt",-0.29,0.535,0.319,joy,0.8,0.109,0
972,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.075, -0.192, 0.001, -0.281, 0.493, -0.095, -0.32, 0.118];sent=s11;draw0;g04;pdis=0.24;wavlm=disgust",-0.421,0.473,0.176,surprise,0.4,0.157,1
973,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.075, -0.192, 0.001, -0.281, 0.493, -0.095, -0.32, 0.118];sent=d01;draw1;g04;pdis=0.19;wavlm=contempt",-0.294,0.469,0.2,anger,0.4,0.135,0
974,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.065, -0.079, -0.127, -0.215, 0.626, -0.059, -0.332, 0.096];sent=s11;draw0;g04;pdis=0.26;wavlm=disgust",-0.461,0.511,0.252,surprise,0.4,0.145,1
975,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.065, -0.079, -0.127, -0.215, 0.626, -0.059, -0.332, 0.096];sent=d01;draw1;g04;pdis=0.19;wavlm=contempt",-0.26,0.506,0.252,joy,1.0,0.117,0
976,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.212, 0.044, -0.076, -0.308, 0.422, -0.067, -0.216, 0.213];sent=s11;draw0;g05;pdis=0.21;wavlm=disgust",-0.367,0.459,0.154,neutral,1.0,0.159,1
977,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.212, 0.044, -0.076, -0.308, 0.422, -0.067, -0.216, 0.213];sent=d01;draw1;g05;pdis=0.16;wavlm=contempt",-0.217,0.462,0.184,joy,0.8,0.186,0
978,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.16, -0.168, -0.137, -0.265, 0.469, -0.032, -0.152, 0.217];sent=s11;draw0;g05;pdis=0.26;wavlm=disgust",-0.435,0.517,0.241,surprise,0.6,0.12,1
979,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.16, -0.168, -0.137, -0.265, 0.469, -0.032, -0.152, 0.217];sent=d01;draw1;g05;pdis=0.19;wavlm=contempt",-0.328,0.457,0.191,joy,0.8,0.142,0
980,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.075, 0.045, -0.246, -0.153, 0.533, -0.204, -0.19, 0.091];sent=s11;draw0;g05;pdis=0.24;wavlm=contempt",-0.392,0.511,0.251,neutral,1.0,0.096,0
981,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.075, 0.045, -0.246, -0.153, 0.533, -0.204, -0.19, 0.091];sent=d01;draw1;g05;pdis=0.20;wavlm=contempt",-0.27,0.533,0.29,joy,0.8,0.103,0
982,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.093, -0.048, 0.033, -0.139, 0.526, 0.008, -0.053, 0.257];sent=s11;draw0;g05;pdis=0.21;wavlm=contempt",-0.419,0.427,0.19,neutral,1.0,0.187,0
983,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.093, -0.048, 0.033, -0.139, 0.526, 0.008, -0.053, 0.257];sent=d01;draw1;g05;pdis=0.22;wavlm=contempt",-0.403,0.458,0.206,joy,1.0,0.15,0
984,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.177, 0.11, -0.246, -0.328, 0.211, -0.047, -0.138, 0.062];sent=s11;draw0;g05;pdis=0.24;wavlm=contempt",-0.387,0.525,0.266,anger,0.6,0.084,0
985,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.177, 0.11, -0.246, -0.328, 0.211, -0.047, -0.138, 0.062];sent=d01;draw1;g05;pdis=0.19;wavlm=contempt",-0.27,0.499,0.258,joy,0.6,0.116,0
986,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.098, 0.006, -0.028, -0.236, 0.549, -0.043, -0.142, 0.048];sent=s11;draw0;g05;pdis=0.25;wavlm=disgust",-0.44,0.501,0.231,surprise,0.4,0.134,1
987,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.098, 0.006, -0.028, -0.236, 0.549, -0.043, -0.142, 0.048];sent=d01;draw1;g05;pdis=0.18;wavlm=contempt",-0.273,0.501,0.27,joy,0.8,0.115,0
988,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.108, -0.045, 0.063, -0.02, 0.741, -0.049, -0.065, 0.101];sent=s11;draw0;g05;pdis=0.21;wavlm=anger",-0.535,0.662,0.5,surprise,0.4,0.333,0
989,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.108, -0.045, 0.063, -0.02, 0.741, -0.049, -0.065, 0.101];sent=d01;draw1;g05;pdis=0.19;wavlm=anger",-0.404,0.671,0.522,joy,0.6,0.301,0
990,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.028, -0.081, -0.24, -0.307, 0.393, -0.139, 0.054, 0.358];sent=s11;draw0;g05;pdis=0.25;wavlm=disgust",-0.405,0.518,0.256,neutral,1.0,0.098,1
991,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.028, -0.081, -0.24, -0.307, 0.393, -0.139, 0.054, 0.358];sent=d01;draw1;g05;pdis=0.18;wavlm=contempt",-0.278,0.475,0.233,joy,0.6,0.131,0
992,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.08, 0.077, -0.246, -0.485, 0.504, -0.008, -0.161, 0.039];sent=s11;draw0;g06;pdis=0.26;wavlm=disgust",-0.462,0.543,0.299,surprise,0.4,0.144,1
993,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.08, 0.077, -0.246, -0.485, 0.504, -0.008, -0.161, 0.039];sent=d01;draw1;g06;pdis=0.18;wavlm=contempt",-0.259,0.519,0.299,joy,0.4,0.123,0
994,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.089, 0.098, -0.288, 0.257, 0.459, -0.054, -0.139, 0.216];sent=s11;draw0;g06;pdis=0.26;wavlm=disgust",-0.5,0.56,0.322,surprise,0.4,0.182,1
995,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.089, 0.098, -0.288, 0.257, 0.459, -0.054, -0.139, 0.216];sent=d01;draw1;g06;pdis=0.22;wavlm=contempt",-0.37,0.602,0.397,joy,1.0,0.16,0
996,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.164, -0.018, -0.118, -0.089, 0.016, -0.084, -0.226, 0.154];sent=s11;draw0;g06;pdis=0.22;wavlm=disgust",-0.386,0.454,0.133,anger,0.6,0.179,1
997,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.164, -0.018, -0.118, -0.089, 0.016, -0.084, -0.226, 0.154];sent=d01;draw1;g06;pdis=0.18;wavlm=contempt",-0.261,0.489,0.245,joy,0.8,0.128,0
998,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.118, -0.176, -0.345, -0.145, 0.308, 0.006, -0.146, 0.18];sent=s11;draw0;g06;pdis=0.24;wavlm=disgust",-0.441,0.462,0.18,neutral,0.4,0.173,1
999,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.118, -0.176, -0.345, -0.145, 0.308, 0.006, -0.146, 0.18];sent=d01;draw1;g06;pdis=0.18;wavlm=contempt",-0.262,0.504,0.261,joy,1.0,0.117,0
1000,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.157, 0.181, -0.098, 0.039, 0.544, -0.237, -0.199, 0.097];sent=s11;draw0;g06;pdis=0.25;wavlm=contempt",-0.444,0.588,0.349,neutral,1.0,0.151,0
1001,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.157, 0.181, -0.098, 0.039, 0.544, -0.237, -0.199, 0.097];sent=d01;draw1;g06;pdis=0.20;wavlm=contempt",-0.308,0.596,0.39,joy,0.8,0.153,0
1002,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.131, 0.012, -0.201, 0.04, 0.29, -0.014, -0.374, 0.179];sent=s11;draw0;g06;pdis=0.22;wavlm=disgust",-0.429,0.444,0.136,neutral,0.8,0.2,1
1003,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.131, 0.012, -0.201, 0.04, 0.29, -0.014, -0.374, 0.179];sent=d01;draw1;g06;pdis=0.18;wavlm=sadness",-0.327,0.435,0.13,joy,0.8,0.191,0
1004,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.095, -0.107, -0.377, -0.191, 0.463, -0.08, 0.046, 0.242];sent=s11;draw0;g06;pdis=0.25;wavlm=contempt",-0.491,0.562,0.346,neutral,0.6,0.186,0
1005,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.095, -0.107, -0.377, -0.191, 0.463, -0.08, 0.046, 0.242];sent=d01;draw1;g06;pdis=0.19;wavlm=contempt",-0.288,0.522,0.305,joy,1.0,0.107,0
1006,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.342, -0.043, -0.22, -0.321, 0.164, -0.091, -0.011, 0.407];sent=s11;draw0;g06;pdis=0.25;wavlm=disgust",-0.363,0.52,0.224,neutral,0.6,0.075,1
1007,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.342, -0.043, -0.22, -0.321, 0.164, -0.091, -0.011, 0.407];sent=d01;draw1;g06;pdis=0.21;wavlm=contempt",-0.333,0.516,0.282,joy,1.0,0.085,0
1008,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.175, -0.096, -0.122, -0.051, 0.859, 0.067, -0.096, 0.133];sent=s11;draw0;g07;pdis=0.26;wavlm=disgust",-0.486,0.559,0.327,neutral,0.6,0.173,1
1009,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.175, -0.096, -0.122, -0.051, 0.859, 0.067, -0.096, 0.133];sent=d01;draw1;g07;pdis=0.18;wavlm=contempt",-0.26,0.499,0.282,joy,0.6,0.128,0
1010,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.059, 0.024, -0.295, -0.189, 0.427, -0.436, 0.148, 0.06];sent=s11;draw0;g07;pdis=0.25;wavlm=contempt",-0.363,0.603,0.332,neutral,0.8,0.096,0
1011,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.059, 0.024, -0.295, -0.189, 0.427, -0.436, 0.148, 0.06];sent=d01;draw1;g07;pdis=0.19;wavlm=contempt",-0.303,0.636,0.455,joy,0.8,0.223,0
1012,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.048, 0.318, -0.318, -0.107, 0.309, 0.02, -0.341, -0.13];sent=s11;draw0;g07;pdis=0.26;wavlm=disgust",-0.401,0.511,0.201,surprise,0.6,0.108,1
1013,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.048, 0.318, -0.318, -0.107, 0.309, 0.02, -0.341, -0.13];sent=d01;draw1;g07;pdis=0.22;wavlm=contempt",-0.331,0.579,0.359,joy,0.4,0.12,0
1014,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.349, 0.165, -0.038, -0.065, 0.505, 0.13, -0.273, 0.075];sent=s11;draw0;g07;pdis=0.22;wavlm=anger",-0.57,0.635,0.48,neutral,0.6,0.336,0
1015,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.349, 0.165, -0.038, -0.065, 0.505, 0.13, -0.273, 0.075];sent=d01;draw1;g07;pdis=0.18;wavlm=anger",-0.441,0.714,0.571,anger,1.0,0.367,0
